2025-10-24T03:43:20.000000000Z [inf]  Starting Container
2025-10-24T03:43:54.038919685Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:43:54.039198595Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039207802Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:43:54.039213390Z [err]      return runner.run(main)
2025-10-24T03:43:54.039217783Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039224142Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:43:54.039230555Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:43:54.039236603Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039242646Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:43:54.039249636Z [err]      return future.result()
2025-10-24T03:43:54.039255844Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039260671Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:43:54.039266118Z [err]      await self._serve(sockets)
2025-10-24T03:43:54.039271935Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:43:54.039279139Z [err]      config.load()
2025-10-24T03:43:54.039284956Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:43:54.039292253Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:43:54.039299084Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039305005Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:43:54.039311530Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:43:54.039317490Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.039324128Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:43:54.040795396Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:43:54.040800993Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.040807861Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:43:54.040813423Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:43:54.040818693Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:43:54.040824041Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:43:54.040828914Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:43:54.040834343Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:43:54.040838980Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:43:54.040843905Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:54.040848616Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:54.040853669Z [err]      ```python
2025-10-24T03:43:54.040859987Z [err]      ^
2025-10-24T03:43:54.040866056Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:55.100126776Z [inf]  Initializing...
2025-10-24T03:44:00.025833662Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:00.025837957Z [inf]  Starting ingestion worker...
2025-10-24T03:44:00.025842203Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:00.025846439Z [err]  Traceback (most recent call last):
2025-10-24T03:44:00.025850337Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:00.025854565Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:00.025858796Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:00.025863596Z [err]      ```python
2025-10-24T03:44:00.025868276Z [err]      ^
2025-10-24T03:44:00.025871844Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:01.060915418Z [err]  Traceback (most recent call last):
2025-10-24T03:44:01.060921844Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:01.060927435Z [err]               ^^^^^^
2025-10-24T03:44:01.060932109Z [err]      sys.exit(main())
2025-10-24T03:44:01.060939772Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:01.060957303Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:01.060967179Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.060977034Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:01.060983840Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:01.060992109Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.060998548Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:01.061005081Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:01.061011706Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.061019716Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:01.061027654Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:01.061035315Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.061040847Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:01.061045845Z [err]      run(
2025-10-24T03:44:01.061050978Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:01.061055833Z [err]      server.run()
2025-10-24T03:44:01.061061413Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:01.061066974Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:01.066902055Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.066908998Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:01.066915209Z [err]      return runner.run(main)
2025-10-24T03:44:01.066922357Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.066928978Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:01.066935269Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:01.066941772Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.066950891Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:01.066956716Z [err]      return future.result()
2025-10-24T03:44:01.066963153Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:01.066968290Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:01.066973959Z [err]      await self._serve(sockets)
2025-10-24T03:44:01.066980186Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:01.066986080Z [err]      config.load()
2025-10-24T03:44:01.066991360Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:01.066997278Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:01.067003347Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.067010455Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:01.067016064Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:01.067022356Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.067028287Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:01.069803420Z [err]      ^
2025-10-24T03:44:01.069814936Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:01.069825572Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:01.069846322Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:01.069858350Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:01.069869157Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:01.069885798Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:01.069896830Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:01.069908064Z [err]      ```python
2025-10-24T03:44:01.069943599Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:01.069950118Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:01.069957013Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:01.069963463Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:44:01.069970564Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:02.085896554Z [inf]  Initializing...
2025-10-24T03:44:07.294150508Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:07.294188731Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:07.294199913Z [inf]  Starting ingestion worker...
2025-10-24T03:44:07.294208727Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:07.294220505Z [err]  Traceback (most recent call last):
2025-10-24T03:44:07.294229636Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:07.294238325Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:07.294245136Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:07.294252714Z [err]      ```python
2025-10-24T03:44:07.294261300Z [err]      ^
2025-10-24T03:44:07.447022812Z [err]  Traceback (most recent call last):
2025-10-24T03:44:07.447027690Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:07.447031977Z [err]      sys.exit(main())
2025-10-24T03:44:07.447036493Z [err]               ^^^^^^
2025-10-24T03:44:07.447041204Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:07.447045084Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:07.447049058Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.447052869Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:07.451219857Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451241980Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:07.451253182Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451260719Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:07.451268206Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:07.451275528Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451285800Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:07.451291596Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:07.451297760Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451303834Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:07.451310584Z [err]      run(
2025-10-24T03:44:07.451316917Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:07.451322207Z [err]      server.run()
2025-10-24T03:44:07.451327913Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:07.451337391Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:07.451343510Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451350106Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:07.451356903Z [err]      return runner.run(main)
2025-10-24T03:44:07.451364580Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.451370497Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:07.451376668Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:07.456662310Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:07.456663173Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:07.456674396Z [err]      return future.result()
2025-10-24T03:44:07.456682054Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:07.456690499Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:07.456698648Z [err]      await self._serve(sockets)
2025-10-24T03:44:07.456705944Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:07.456716222Z [err]      config.load()
2025-10-24T03:44:07.456723694Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:07.456729688Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:07.456736629Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.456744638Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:07.456750484Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:07.456755209Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.456759667Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:07.456764669Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:07.456770548Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:07.456775387Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:07.456782999Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:44:07.456787120Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:07.461089320Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:07.461102804Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:07.461110257Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:07.461117043Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:07.461123701Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:07.461130166Z [err]      ```python
2025-10-24T03:44:07.461136415Z [err]      ^
2025-10-24T03:44:07.461143151Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:09.175095963Z [inf]  Initializing...
2025-10-24T03:44:14.194432516Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:14.194437175Z [inf]  Starting ingestion worker...
2025-10-24T03:44:14.194442052Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:14.194446633Z [err]  Traceback (most recent call last):
2025-10-24T03:44:14.194451494Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:14.194463114Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:14.194470311Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:14.194476964Z [err]      ```python
2025-10-24T03:44:14.194483052Z [err]      ^
2025-10-24T03:44:14.194489904Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:14.299717912Z [err]  Traceback (most recent call last):
2025-10-24T03:44:14.299725582Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:14.299731521Z [err]      sys.exit(main())
2025-10-24T03:44:14.299738940Z [err]               ^^^^^^
2025-10-24T03:44:14.299746492Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:14.299751940Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:14.299757611Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.299762966Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:14.299768620Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:14.299773503Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.299779083Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:14.299784759Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:14.299790858Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.299796535Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:14.299802043Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:14.299807883Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.299813726Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:14.299819843Z [err]      run(
2025-10-24T03:44:14.299826313Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:14.299832097Z [err]      server.run()
2025-10-24T03:44:14.299837579Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:14.299843099Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:14.302393118Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302410328Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:14.302417890Z [err]      return runner.run(main)
2025-10-24T03:44:14.302424627Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302432228Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:14.302440748Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:14.302448017Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302456181Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:14.302463639Z [err]      return future.result()
2025-10-24T03:44:14.302470962Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302478140Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:14.302484763Z [err]      await self._serve(sockets)
2025-10-24T03:44:14.302492276Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:14.302501674Z [err]      config.load()
2025-10-24T03:44:14.302509530Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:14.302517926Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:14.302525319Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302532714Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:14.302540769Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:14.302548299Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.302555344Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:14.304706185Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:14.304713598Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:14.304721183Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:14.304728464Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:44:14.304735043Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:44:14.304741196Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:44:14.304747312Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:44:14.304754437Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:44:14.304760597Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:44:14.304767102Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:14.304772993Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:14.304779339Z [err]      ```python
2025-10-24T03:44:14.304785587Z [err]      ^
2025-10-24T03:44:14.304791843Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:16.336832390Z [inf]  Initializing...
2025-10-24T03:44:21.137092334Z [err]      ^
2025-10-24T03:44:21.137107196Z [err]  SyntaxError: invalid syntax
2025-10-24T03:44:21.137119475Z [err]  Traceback (most recent call last):
2025-10-24T03:44:21.137120990Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:44:21.137132978Z [inf]  Starting ingestion worker...
2025-10-24T03:44:21.137134276Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:44:21.137144534Z [inf]  Starting Uvicorn server...
2025-10-24T03:44:21.137148860Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:44:21.137156776Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:44:21.137162530Z [err]      ```python
2025-10-24T03:44:21.164956744Z [err]  Traceback (most recent call last):
2025-10-24T03:44:21.164959492Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:44:21.164970133Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:44:21.164980580Z [err]      return callback(*args, **kwargs)
2025-10-24T03:44:21.164981065Z [err]      sys.exit(main())
2025-10-24T03:44:21.164993135Z [err]               ^^^^^^
2025-10-24T03:44:21.164997409Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.165004716Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:44:21.165011338Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:44:21.165018349Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:44:21.165025162Z [err]      run(
2025-10-24T03:44:21.165031195Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.165038359Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:44:21.165042649Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:44:21.165053793Z [err]      server.run()
2025-10-24T03:44:21.165055163Z [err]      rv = self.invoke(ctx)
2025-10-24T03:44:21.165064232Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.165068881Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:44:21.165072743Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:44:21.165083580Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:44:21.165084334Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:44:21.165093099Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167423662Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:44:21.167434280Z [err]      config.load()
2025-10-24T03:44:21.167445575Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:44:21.167448845Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167454267Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:44:21.167457724Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:44:21.167463782Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167465670Z [err]      return runner.run(main)
2025-10-24T03:44:21.167472434Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167472909Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:44:21.167480873Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:44:21.167481456Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:44:21.167489766Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:44:21.167489991Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167497957Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:44:21.167501372Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167510386Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:44:21.167515782Z [err]      return future.result()
2025-10-24T03:44:21.167520650Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:44:21.167525794Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:44:21.167530153Z [err]      await self._serve(sockets)
2025-10-24T03:44:21.170843990Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:44:21.170860514Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:44:21.170868964Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:44:21.170877116Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
